step,element,von,eps,yystress,yystrain
1,1,3.3852,0.0,-3.3852,-1.6926e-05
2,1,6.7704,0.0,-6.7704,-3.3852e-05
3,1,10.156,0.0,-10.156,-5.0778e-05
4,1,13.541,0.0,-13.541,-6.7704e-05
5,1,16.926,0.0,-16.926,-8.4629e-05
6,1,20.311,0.0,-20.311,-0.00010156
7,1,23.696,0.0,-23.696,-0.00011848
8,1,27.081,0.0,-27.081,-0.00013541
9,1,30.467,0.0,-30.467,-0.00015233
10,1,33.852,0.0,-33.852,-0.00016926
11,1,37.237,0.0,-37.237,-0.00018618
