%Step       3-1(disp)       3-2(disp)       3-3(disp)       3-1(foce)       3-2(foce)       3-3(foce)  
   50  0.18925103E-01 -0.25128288E-01  0.18925103E-01  0.35843288E-14 -0.46546150E+03  0.11335321E-12  
   51  0.19446420E-01 -0.25770895E-01  0.19446420E-01  0.16277897E-12 -0.47477073E+03  0.19427835E-12  
   52  0.19967737E-01 -0.26413503E-01  0.19967737E-01  0.22105900E-12 -0.48407996E+03  0.18914368E-12  
   53  0.20489053E-01 -0.27056110E-01  0.20489053E-01  0.26556231E-12 -0.49338919E+03  0.19595172E-12  
   54  0.21010370E-01 -0.27698717E-01  0.21010370E-01  0.28044758E-12 -0.50269842E+03  0.28408617E-12  
   55  0.21531687E-01 -0.28341324E-01  0.21531687E-01  0.28680748E-12 -0.51200765E+03  0.27632676E-12  
   56  0.22053004E-01 -0.28983932E-01  0.22053004E-01  0.33291728E-12 -0.52131688E+03  0.39089053E-12  
   57  0.22574321E-01 -0.29626539E-01  0.22574321E-01  0.41549836E-12 -0.53062611E+03  0.40088873E-12  
   58  0.23095638E-01 -0.30269146E-01  0.23095638E-01  0.53025509E-12 -0.53993534E+03  0.51457171E-12  
   59  0.23616955E-01 -0.30911753E-01  0.23616955E-01  0.45261866E-12 -0.54924457E+03  0.48199252E-12  
   60  0.24138272E-01 -0.31554361E-01  0.24138272E-01  0.54052655E-12 -0.55855380E+03  0.51205258E-12  
   61  0.24659589E-01 -0.32196968E-01  0.24659589E-01  0.49076300E-12 -0.56786303E+03  0.46522715E-12  
   62  0.25180905E-01 -0.32839575E-01  0.25180905E-01  0.70855572E-12 -0.57717226E+03  0.59439429E-12  
   63  0.25702222E-01 -0.33482182E-01  0.25702222E-01  0.72486293E-12 -0.58648149E+03  0.84097075E-12  
   64  0.26223539E-01 -0.34124790E-01  0.26223539E-01  0.70663051E-12 -0.59579072E+03  0.57973357E-12  
   65  0.26744856E-01 -0.34767397E-01  0.26744856E-01  0.73184106E-12 -0.60509995E+03  0.86027908E-12  
   66  0.27266173E-01 -0.35410004E-01  0.27266173E-01  0.80199232E-12 -0.61440918E+03  0.78765801E-12  
   67  0.27787490E-01 -0.36052611E-01  0.27787490E-01  0.71350104E-12 -0.62371841E+03  0.82697953E-12  
   68  0.28308807E-01 -0.36695219E-01  0.28308807E-01  0.81539334E-12 -0.63302764E+03  0.84357318E-12  
   69  0.28830124E-01 -0.37337826E-01  0.28830124E-01  0.85490171E-12 -0.64233687E+03  0.99601932E-12  
   70  0.29351440E-01 -0.37980433E-01  0.29351440E-01  0.94177079E-12 -0.65164610E+03  0.70558925E-12  
   71  0.29872757E-01 -0.38623040E-01  0.29872757E-01  0.10576393E-11 -0.66095533E+03  0.89526265E-12  
   72  0.30394074E-01 -0.39265648E-01  0.30394074E-01  0.91154969E-12 -0.67026456E+03  0.86142476E-12  
   73  0.30915391E-01 -0.39908255E-01  0.30915391E-01  0.10601218E-11 -0.67957379E+03  0.85425228E-12  
   74  0.31436708E-01 -0.40550862E-01  0.31436708E-01  0.79783868E-12 -0.68888302E+03  0.10573075E-11  
   75  0.31958025E-01 -0.41193469E-01  0.31958025E-01  0.59991690E-12 -0.69819225E+03  0.80890814E-12  
   76  0.32479342E-01 -0.41836077E-01  0.32479342E-01  0.55148571E-12 -0.70750148E+03  0.58519206E-12  
   77  0.33000659E-01 -0.42478684E-01  0.33000659E-01  0.55556494E-12 -0.71681071E+03  0.73002266E-12  
   78  0.33521975E-01 -0.43121291E-01  0.33521975E-01  0.45364598E-12 -0.72611994E+03  0.65955774E-12  
   79  0.34043292E-01 -0.43763898E-01  0.34043292E-01  0.41323015E-12 -0.73542917E+03  0.53334278E-12  
   80  0.34564609E-01 -0.44406506E-01  0.34564609E-01  0.37583349E-12 -0.74473840E+03  0.45876979E-12  
   81  0.35085926E-01 -0.45049113E-01  0.35085926E-01  0.20601568E-12 -0.75404763E+03  0.40276296E-12  
   82  0.35607243E-01 -0.45691720E-01  0.35607243E-01  0.32605092E-12 -0.76335686E+03  0.31142835E-12  
   83  0.36128560E-01 -0.46334327E-01  0.36128560E-01  0.56528471E-13 -0.77266609E+03  0.31769036E-12  
   84  0.36649877E-01 -0.46976935E-01  0.36649877E-01  0.17706708E-12 -0.78197532E+03  0.37555787E-12  
   85  0.37171194E-01 -0.47619542E-01  0.37171194E-01 -0.20583192E-13 -0.79128455E+03  0.13872720E-12  
   86  0.37692511E-01 -0.48262149E-01  0.37692511E-01  0.63710433E-13 -0.80059378E+03  0.11263406E-12  
   87  0.38213827E-01 -0.48904756E-01  0.38213827E-01 -0.37894491E-12 -0.80990301E+03 -0.16548819E-12  
   88  0.38735144E-01 -0.49547364E-01  0.38735144E-01 -0.16675676E-12 -0.81921224E+03 -0.30110765E-13  
   89  0.39256461E-01 -0.50189971E-01  0.39256461E-01 -0.54572024E-12 -0.82852147E+03 -0.28143055E-12  
   90  0.39777778E-01 -0.50832578E-01  0.39777778E-01 -0.53583466E-12 -0.83783070E+03 -0.49677905E-12  
   91  0.40299095E-01 -0.51475185E-01  0.40299095E-01 -0.46167859E-12 -0.84713993E+03 -0.55872605E-12  
   92  0.40820412E-01 -0.52117793E-01  0.40820412E-01 -0.63242530E-12 -0.85644916E+03 -0.73177679E-12  
   93  0.41341729E-01 -0.52760400E-01  0.41341729E-01 -0.59707278E-12 -0.86575839E+03 -0.75731446E-12  
   94  0.41863046E-01 -0.53403007E-01  0.41863046E-01 -0.10101614E-11 -0.87506762E+03 -0.91454701E-12  
   95  0.42384362E-01 -0.54045614E-01  0.42384362E-01 -0.89595257E-12 -0.88437685E+03 -0.95193913E-12  
   96  0.42905679E-01 -0.54688222E-01  0.42905679E-01 -0.90465366E-12 -0.89368608E+03 -0.84580343E-12  
   97  0.43426996E-01 -0.55330829E-01  0.43426996E-01 -0.11201487E-11 -0.90299531E+03 -0.11659020E-11  
   98  0.43948313E-01 -0.55973436E-01  0.43948313E-01 -0.14052453E-11 -0.91230454E+03 -0.11975639E-11  
   99  0.44469630E-01 -0.56616043E-01  0.44469630E-01 -0.15949712E-11 -0.92161377E+03 -0.13109955E-11  
  100  0.44990947E-01 -0.57258651E-01  0.44990947E-01 -0.14746100E-11 -0.93092300E+03 -0.13170136E-11  
